the_geom,OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,INSTALL_YR,INSTALL_MO,LAT,LON
POINT (-122.41425600772 37.762698947984),2309,3150 18TH ST,Treat Street Bicycle Works,18TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{5952222D-7263-4F3B-BA65-E4A760C09464},2002,0,37.762694,-122.414243
POINT (-122.441217309023 37.726681668566),1699,1901 SAN JOSE AVE,Roxie Food Center,SAN JOSE,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{46094867-093D-4BAA-8F95-3F12C4A2E977},2013,8,37.726677,-122.441204
POINT (-122.392370009115 37.75740994792),1785,None,Caltrain,IOWA,SIDEWALK,3,6,,,MTA,10/21/2017 12:22:03 AM +0000,{98859AD2-A5C2-4317-A20F-DA3D8E508900},0,0,37.757405,-122.392357
POINT (-122.440438694082 37.728610930903),3281,1818 San Jose Avenue,Tasty Coffee,SAN JOSE,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:49 AM +0000,{F4E3B121-7C01-46FF-BA3F-C47FF9A7126F},2017,5,37.728606,-122.440425
POINT (-122.464839008018 37.763856947431),2331,641 IRVING ST,Tart to Tart,IRVING,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{B694115B-557D-48B1-B21B-657840CFA74C},2010,0,37.763852,-122.464826
POINT (-122.399560008223 37.786963947993),2613,149 NEW MONTGOMERY ST,Kaplan Building,NEW MONTGOMERY,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:34 AM +0000,{3BA60CEE-5DF3-4252-AFB3-801AD84F86ED},2010,11,37.786959,-122.399547
POINT (-122.39566300831 37.787732948586),2675,246 01ST ST,UNKNOWN,01ST,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:25 AM +0000,{E3A7B9CE-5BCB-442C-849F-7CC0A480B762},2003,0,37.787728,-122.39565
POINT (-122.4012560091 37.777376948331),1684,734 BRYANT ST,Fight and Fitness Inc,BRYANT,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{DFD9DAF0-AA97-4495-A6F1-F2269EAC3F6C},2002,0,37.777372,-122.401243
POINT (-122.480215757021 37.776432538173),3336,2001 Balboa,Balboa Bubbles,BALBOA,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:33 AM +0000,{528BDA2B-98DE-45A4-8D57-857059E06B2C},2016,10,37.776428,-122.480203
POINT (-122.393040008973 37.779560948192),1118,665 03RD ST,UNKNOWN,03RD,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:39 AM +0000,{FA3AAD65-4801-42D6-9261-2ED3FEB313DB},2005,0,37.779556,-122.393027
POINT (-122.428601008514 37.743913947479),1741,1579 SANCHEZ ST,Noe Valley Physical Therapy,SANCHEZ,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{B2AFD48A-8C8A-4951-896B-D8B304825A3E},2011,6,37.743909,-122.428588
POINT (-122.422190008793 37.743212947582),2498,3350 MISSION ST,Safeway,MISSION,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:24 AM +0000,{0C5AF6F2-603F-49F3-9270-F69374A7936D},2010,0,37.743208,-122.422177
POINT (-122.418974009237 37.754028947152),142,2690 MISSION ST,Walgreens,MISSION,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:24 AM +0000,{13E41A3F-FD71-489D-A41F-54A26CB2AB89},2000,0,37.754024,-122.418961
POINT (-122.434031008072 37.787628947716),1878,2325 PINE ST,La Boulange Cafe & Bakery,PINE,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:49 AM +0000,{2CE33821-27A7-4E46-9BBB-6B7E41BC8B7C},2010,0,37.787624,-122.434018
POINT (-122.431317080516 37.775927244034),2865,709 FILLMORE ST,Alamo Square Café,FILLMORE,SIDEWALK,1,2,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:36 AM +0000,{82B0797E-CBB1-4F1E-8915-349C338F00D8},2015,9,37.775922,-122.431304
POINT (-122.410516857497 37.777195728358),887,1144 HOWARD ST,Cellarmaker Brewing Company,HOWARD,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:47 AM +0000,{7A4E5F04-599D-4681-A2D3-F0A6FBB80F67},2015,9,37.777191,-122.410504
POINT (-122.388601588378 37.74112308905),3599,4004 03RD ST,Sam Jordan's Restaurant,03RD,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:37 AM +0000,{FB4821AC-5A45-44DA-B9A9-1BBE8E640DE3},2016,5,37.741118,-122.388588
POINT (-122.404007008532 37.794581947635),930,646 CLAY ST,Balmoral Hotel,CLAY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:21 AM +0000,{66107090-836C-4206-880F-63E707FE015F},0,0,37.794577,-122.403994
POINT (-122.398169119668 37.785040900586),3511,75 Hawthorne Street,Hawthorne Plaza Properties,HAWTHORNE,SIDEWALK,2,4,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:35 AM +0000,{E226B544-6227-43ED-98D9-F9D3324B6AC5},2016,10,37.785036,-122.398156
POINT (-122.444717008466 37.785135947482),516,1520 LYON ST,The Little School,LYON,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:34 AM +0000,{2CF2C96A-A342-44B4-80FA-839A9A8F9C46},2013,5,37.785131,-122.444704
POINT (-122.410327689673 37.762868983158),3575,1910 Bryant St,The Corner Studio,BRYANT,SIDEWALK,2,4,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:37 AM +0000,{F9138345-6B88-43C8-AB21-B0A51569B548},2016,8,37.762864,-122.410314
POINT (-122.414686109298 37.763704947654),2835,3075 17TH ST,Electric Blanket SF,17TH,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:25 AM +0000,{F48733D6-9531-4970-880B-B229F3062599},2015,1,37.7637,-122.414673
POINT (-122.406138708824 37.735970587673),1748,701 BAYSHORE BLVD,San Francisco Antique and Design,BAYSHORE,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{0E8FFA4C-2F41-49E5-810A-F28D50652562},2004,0,37.735966,-122.406126
POINT (-122.399276008889 37.790406947733),2328,525 MARKET ST,Chipotle,MARKET,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{5FE70BBC-0292-46B4-B77E-9B87FD11C58C},2010,11,37.790402,-122.399263
POINT (-122.419350808133 37.746928448208),3010,3152 MISSION ST,Virgil's,MISSION,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:47 AM +0000,{9B9228C3-AA39-4491-9C28-BBCBC38A77B9},2015,7,37.746924,-122.419338
POINT (-122.389127008526 37.734383948343),2584,1395 MENDELL ST,Joe Lee Rec Ctr,MENDELL,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:33 AM +0000,{3919EEC2-0BEB-4FDA-A94C-2910153DBE05},2002,0,37.734379,-122.389114
POINT (-122.409665008702 37.799668947573),2245,543 COLUMBUS AVE,La Boulange Cafe & Bakery,COLUMBUS,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:04 AM +0000,{86E7E70C-F206-4C2E-AB8B-891CF3DB8CC3},2005,0,37.799664,-122.409652
POINT (-122.459522008594 37.747387948519),2747,400 DEWEY BLVD,ChouChou French Restaurant,DEWEY,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{F05960D5-1860-4540-83A7-5A9BFE57003D},2002,0,37.747383,-122.459509
POINT (-122.450222008955 37.786412947814),1935,3401 CALIFORNIA ST,Beautifull,CALIFORNIA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:50 AM +0000,{3F6D54B6-4FD2-4756-91DA-5014960C7BBE},2012,5,37.786408,-122.450209
POINT (-122.450051008652 37.76937494811),690,1667 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:22 AM +0000,{7B489F01-2794-4730-8174-248C6E2262FC},2003,0,37.76937,-122.450038
POINT (-122.420850008489 37.757223947287),620,985 VALENCIA ST,UNKNOWN,VALENCIA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:21 AM +0000,{459BC427-C881-40EF-AA18-8FFAF56A1588},2003,0,37.757219,-122.420837
POINT (-122.39593340782 37.781581047569),45,493 03RD ST,Picnic on Third,03RD,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:50 AM +0000,{79BE1D04-4E7F-4B2C-B633-643E31B11B55},2015,1,37.781576,-122.39592
POINT (-122.42168860854 37.776923847756),399,307 HAYES ST,Lers Ros Thai,HAYES,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:20 AM +0000,{B293DD04-8D3B-48B5-8400-74CDFF305A8E},2015,1,37.776919,-122.421675
POINT (-122.466252908313 37.7736381682),14,785 08TH AVE,Cafe Muse,08TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:50 AM +0000,{5203349B-46D5-4DFF-9F83-164F919AF4D7},2005,0,37.773633,-122.46624
POINT (-122.406929008535 37.755609947822),1449,1028 POTRERO AVE,La Paz Restaurant,POTRERO,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{FD111C06-B228-40DF-B337-6ED68ADE542E},2012,2,37.755605,-122.406916
POINT (-122.474188008488 37.731653947679),482,2645 OCEAN AVE,San Francisco Federal Union,OCEAN,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:20 AM +0000,{FDB47AC8-F55C-457C-8938-C3C8EF4A89C8},2013,9,37.731649,-122.474175
POINT (-122.403218772908 37.790799716462),3261,333 Bush Street,Various,BUSH,SIDEWALK,2,4,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:49 AM +0000,{E027E17D-A915-4C7B-AA75-099EBA678BA8},2017,4,37.790795,-122.403206
POINT (-122.416447008964 37.763388947938),2609,3153 17TH ST,ODC Theater,17TH,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:34 AM +0000,{42FF4C8D-DBA2-4F2E-A2E8-CC297EDD0771},2012,9,37.763384,-122.416434
POINT (-122.390845008035 37.73544294829),2701,4720 03RD ST,Positive Directiond Equals Change,03RD,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:25 AM +0000,{E70C683B-762F-4626-AB29-794071B9FB96},2003,0,37.735438,-122.390832
POINT (-122.465958008984 37.740185948523),233,45 WEST PORTAL AVE,Barbagelata Real Estate,WEST PORTAL,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:19 AM +0000,{D7C76631-CE2C-45C3-9D4E-F39E911EC7A0},2002,0,37.740181,-122.465945
POINT (-122.425974008598 37.777720947745),2388,570 GROVE ST,UNKNOWN,GROVE,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{544CCB2F-19A3-41CB-B181-34F2E95BF426},2006,0,37.777716,-122.425961
POINT (-122.393160536967 37.722883635977),3272,1439 Egbert Avenue,Laughing Monk Brewing,EGBERT,SIDEWALK,2,4,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:49 AM +0000,{6C93F105-EF3F-452F-B489-BAFDDDABE361},2017,5,37.722879,-122.393147
POINT (-122.444696008056 37.770579948017),2783,1364 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:25 AM +0000,{BC20F5A7-9208-48E1-8A1C-034741BB59EC},2004,0,37.770575,-122.444683
POINT (-122.468138307902 37.738348847592),2940,243 WEST PORTAL AVE,Walter Adams Framing,WEST PORTAL,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:38 AM +0000,{8DB328F3-50DD-48A0-89CA-06A02737E43D},2015,1,37.738344,-122.468125
POINT (-122.40491000839 37.784684947618),586,70 04TH ST,Cole Hardware,JESSIE,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:21 AM +0000,{FD4F348A-F23E-41A4-A573-4A699DDD875A},2003,0,37.78468,-122.404897
POINT (-122.428572177644 37.785664336813),3451,1625  Post Street,Kabuki Hotel,POST,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:35 AM +0000,{68A94BA7-50D1-402A-94F8-4A0633AF73EC},2017,1,37.785659,-122.428559
POINT (-122.422391807742 37.777113947279),2174,364 HAYES ST,Minimal,HAYES,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:50 AM +0000,{FC65F84F-76EB-4691-A163-0DDD8E3328B9},2015,1,37.777109,-122.422379
POINT (-122.40874130841 37.759471927868),1645,2736 20TH ST,Jay'n Bee Club,20TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{8F485EE5-50AB-4FB7-8F53-49FD6A3E5CD6},2005,0,37.759467,-122.408728
POINT (-122.410652388052 37.781808138612),3537,1019 Market Street,Chai Bar,MARKET,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:36 AM +0000,{E6F880A3-B6CB-47A4-8FA1-28AE58809556},2016,8,37.781803,-122.410639
POINT (-122.394253909217 37.783194827696),587,480 02ND ST,Lumatic,STILLMAN,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:21 AM +0000,{2D90F9E1-DEEB-432B-9ECF-C1CF1C42E783},2013,9,37.78319,-122.394241
POINT (-122.410827708798 37.764087698167),1408,2701 17TH ST,BoomBotix,17TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{54E17D90-1AB7-4198-AE00-547EA1729B9A},2002,0,37.764083,-122.410815
POINT (-122.447012008272 37.774298948019),2525,1860 HAYES ST,CCSF John Adams Campus,HAYES,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:25 AM +0000,{DC25D2F0-3EBB-40A2-9916-9DF80DF16539},2010,0,37.774294,-122.446999
POINT (-122.416371508666 37.77673954763),558,1355 MARKET ST,Fitness SF,10TH,SIDEWALK,0,8,,,MTA,10/21/2017 12:21:35 AM +0000,{0C19FD01-32DA-459F-A251-59CC32A9C745},2015,8,37.776735,-122.416358
POINT (-122.417361008505 37.777223948177),979,1390 MARKET ST,Fox Plaza,MARKET,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:22 AM +0000,{5DC63494-58EF-47D4-8A26-2EB13435F5CF},0,0,37.777219,-122.417348
POINT (-122.420454419891 37.758484771661),3559,3565 20th Street,20 Spot Wine Bar,20TH,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:36 AM +0000,{2FD135E4-67A3-452A-A35F-64694AC925F3},2016,7,37.75848,-122.420441
POINT (-122.4042010091 37.790412947483),1193,243 KEARNY ST,UNKNOWN,KEARNY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:21 AM +0000,{679E859C-490D-444C-99A0-1EACBE7C19F6},2003,0,37.790408,-122.404188
POINT (-122.419574008491 37.772800947781),651,32 OTIS ST,City Ballet School,OTIS,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:22 AM +0000,{B75BFFBA-BC82-43BB-A8C3-7C279B363C92},2004,0,37.772796,-122.419561
POINT (-122.441854009116 37.776538948138),2897,601 BAKER ST,Chile Pies & Ice Cream,BAKER,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:25 AM +0000,{6F7730F6-53D4-4D1E-8225-B78DE87327EA},2010,10,37.776534,-122.441841
POINT (-122.414368009249 37.758744948044),253,3289 20TH ST,People's Gallery,20TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:33 AM +0000,{62B22273-7DD9-4E82-AD7B-E7AE3761824E},0,0,37.75874,-122.414355
POINT (-122.487297962535 37.776108907408),3341,2665 Balboa,Schneerson Center,BALBOA,SIDEWALK,2,4,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:33 AM +0000,{60A3209D-8C2B-487D-989C-F6E821BAF6F5},2017,1,37.776104,-122.487285
POINT (-122.421347009263 37.762229947674),1049,665 VALENCIA ST,Mau Restaurant,VALENCIA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:38 AM +0000,{054FEE6E-65FD-4A2B-8DE9-32708B3F9BF4},2013,5,37.762225,-122.421334
POINT (-122.429023009518 37.796788948063),1675,1801 GREEN ST,Golden Gate Valley Branch Library,GREEN,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{ADB7EEF9-816D-4F0F-AFE5-0FF1AB90601B},2010,0,37.796784,-122.42901
POINT (-122.420131009247 37.750205948477),1379,1417 VALENCIA ST,UNKNOWN,VALENCIA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:20 AM +0000,{0A752CC5-D5A0-4331-99D1-F5664C617942},2006,0,37.750201,-122.420118
POINT (-122.428205008667 37.763753947419),1838,445 CHURCH ST,Children's Council of San Francisco,CHURCH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:25 AM +0000,{24D34FDC-91A9-41E0-BA7B-A39FC52D2FD9},2002,0,37.763749,-122.428192
POINT (-122.438524008373 37.776066947382),1909,1326 GROVE ST,Basa Collective,GROVE,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:50 AM +0000,{5FDA51A4-CB71-4E8A-8392-2FCC0472094F},2012,2,37.776062,-122.438511
POINT (-122.402028008218 37.792176948542),1938,360 PINE ST,office building,PINE,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:51 AM +0000,{92FB807F-607E-4DDB-B772-1968F0220A87},2011,11,37.792172,-122.402015
POINT (-122.422930009544 37.754940947848),32,1001 GUERRERO ST,Beast and the Hare,GUERRERO,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:50 AM +0000,{A7B28060-791C-4AEF-B203-458E6FADE128},2013,5,37.754936,-122.422917
POINT (-122.415563008324 37.74848894768),2144,1575 SOUTH VAN NESS AVE,AutoZone,S VAN NESS,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{9FF418B2-C3BE-4DF9-9D82-602308D3A7F1},2011,6,37.748484,-122.41555
POINT (-122.414403009587 37.755788947877),785,2597 FOLSOM ST,UNKNOWN,FOLSOM,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:37 AM +0000,{C9A5C5E3-2923-45D4-A713-FF4487EB0DA2},2003,0,37.755784,-122.41439
POINT (-122.39525130938 37.777719258025),2077,685 04TH ST,The Creamery,04TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:01 AM +0000,{70B86053-B376-4657-9BE6-3EBBE30A4180},2012,7,37.777714,-122.395238
POINT (-122.391686008968 37.777527947295),1151,207 KING ST,UNKNOWN,KING,SIDEWALK,3,3,,,MTA,10/21/2017 12:21:21 AM +0000,{DE4F9F23-C260-4675-A2F6-A0654F48D247},2004,0,37.777523,-122.391673
POINT (-122.398131009026 37.779292948286),1546,500 04TH ST,UNKNOWN,04TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:49 AM +0000,{E269657C-4BB3-4D1E-B642-59FB235741C3},2002,0,37.779288,-122.398118
POINT (-122.472606007931 37.763986948476),1498,1352 IRVING ST,Everybody Bikes,IRVING,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{D0447B2B-AF53-448F-B90B-3C6BBEF19597},2013,1,37.763982,-122.472593
POINT (-122.407834008746 37.789656948058),1521,450 SUTTER ST,Medical and Dental building,SUTTER,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:49 AM +0000,{4815401B-8709-473D-A963-ACBB8579148D},2013,11,37.789652,-122.407821
POINT (-122.414190099945 37.774295811248),3525,1380 Howard St,SF DPH,HOWARD,SIDEWALK,3,6,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:36 AM +0000,{02B4AE5E-F74A-4B37-A699-CD9FA165A264},2016,8,37.774291,-122.414177
POINT (-122.420199809496 37.750874237877),544,1387 VALENCIA ST,Synergy School,VALENCIA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:20 AM +0000,{0A0B40E6-D197-4258-95C8-93D5292D68DA},2000,0,37.750869,-122.420187
POINT (-122.434105508419 37.725062647897),1964,4567 MISSION ST,Jupiter Market,MISSION,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:51 AM +0000,{4563BB11-34CF-4839-BF4D-85789C9FA5D0},2015,1,37.725058,-122.434092
POINT (-122.400486037728 37.793078997202),3447,345 California Street,Willis Towers Watson,CALIFORNIA,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:35 AM +0000,{044D1735-E847-4BE2-95BF-0B2F827A3E47},2017,1,37.793074,-122.400473
POINT (-122.401449108647 37.801809447594),2338,1160 BATTERY ST,Mindjet Corportation,BATTERY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{17C7F483-91C1-47B1-BF13-30A401BE1AEC},2015,1,37.801805,-122.401436
POINT (-122.405209074569 37.789038484225),3445,222 Grant Avenue,Minted,GRANT,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:35 AM +0000,{50BE6119-FE8E-4DE1-88F1-1CFCCE94764C},2016,12,37.789034,-122.405196
POINT (-122.403559809522 37.784772347461),2569,789 MISSION ST,City Target and Starbucks and Active Apparel,MISSION,SIDEWALK,4,8,,,MTA,10/21/2017 12:21:33 AM +0000,{F4A5EF07-B55B-4065-AF25-C790B86F761D},2013,11,37.784767,-122.403547
POINT (-122.417716009483 37.773480947843),2247,1543 MISSION ST,Urban Flow Yoga Studio,MISSION,ROADWAY,9,18,,,MTA,10/21/2017 12:22:04 AM +0000,{AC19251A-F2C1-47FC-B2BD-5F6AB53E9066},2014,5,37.773476,-122.417703
POINT (-122.474073009069 37.76344994832),2132,1501 IRVING ST,Bastet's Kindle,IRVING,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{64D50738-271F-4B3C-B2E5-786CF181C2ED},2011,4,37.763445,-122.47406
POINT (-122.406580008626 37.777049947789),264,55 SHERMAN ST,Victoria Manalo Draves Park,SHERMAN,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:19 AM +0000,{8CB16124-50FF-4BCC-81F3-92A91E4E2687},0,0,37.777045,-122.406567
POINT (-122.409658808804 37.798538197676),1443,766 VALLEJO ST,Vallejo Street Garage,VALLEJO,GARAGE,0,0,,,MTA,10/21/2017 12:21:52 AM +0000,{80F55642-702E-4C0F-8413-7ECEEEC8CFF3},0,0,37.798533,-122.409646
POINT (-122.422689008057 37.777140947967),1537,396 HAYES ST,UNKNOWN,HAYES,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{FB83A7D9-E0FF-486C-865B-84BABAA45744},2004,0,37.777136,-122.422676
POINT (-122.449468009591 37.788129948023),1713,3442 SACRAMENTO ST,One Smart Kid,SACRAMENTO,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{D8BF85F4-2072-4F91-95B7-7674953E5975},2013,11,37.788125,-122.449455
POINT (-122.422043008475 37.763447948298),940,598 VALENCIA ST,El Toro Taqueria,VALENCIA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:21 AM +0000,{CFB95E52-DF01-4529-812E-4612FFAD8923},0,0,37.763443,-122.42203
POINT (-122.399084008775 37.772008947871),2534,420 BERRY ST,UNKNOWN,BERRY,SIDEWALK,3,3,,,MTA,10/21/2017 12:21:25 AM +0000,{EFF748B0-40F2-4242-8B56-64726A531AAF},2007,0,37.772004,-122.399071
POINT (-122.430659509112 37.771850127513),959,503 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:21 AM +0000,{2B97B692-3FF8-47A5-B9C4-4CD0E7EC0684},2004,0,37.771845,-122.430646
POINT (-122.471168008548 37.764348947994),1030,1200 IRVING ST,Andronico's Market,IRVING,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:22 AM +0000,{2CFE2CD4-1161-41BC-895C-EC3FE2B355E8},2013,1,37.764344,-122.471155
POINT (-122.422522995439 37.775022524703),3517,198 GOUGH ST,20th Century Café,GOUGH,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:35 AM +0000,{0479D5E8-9276-42D4-B609-7A4CF29B4962},2016,9,37.775018,-122.42251
POINT (-122.416588008798 37.7524719476),1744,3200 24TH ST,Napper Tandy,24TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{53CEA30D-F79F-4B2B-A9B5-BDC3A81FE24B},2004,0,37.752467,-122.416575
POINT (-122.430844008446 37.772275947812),271,530 HAIGHT ST,Mad Dog in the Fog,HAIGHT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:19 AM +0000,{C4F68C65-2051-493F-BBA7-5D4873605AD3},2010,0,37.772271,-122.430831
POINT (-122.412334008559 37.760915947263),2841,2295 HARRISON ST,Mission Cliffs,HARRISON,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:33 AM +0000,{BE7491AF-6B98-492A-BBD5-0194B409B510},2004,0,37.760911,-122.412321
POINT (-122.443726896324 37.77049261732),3268,1300 Haight Street,Ritual Coffee,HAIGHT,SIDEWALK,3,6,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:49 AM +0000,{29FCD856-100D-464F-9611-01615636C9A4},2017,5,37.770488,-122.443714
POINT (-122.408466971235 37.771453767998),1177,1090 BRYANT ST,Samy's Camera,BRYANT,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:21 AM +0000,{69CC97FE-2705-4D10-9882-577C0516234D},2015,10,37.771449,-122.408454
POINT (-122.407363509134 37.78679585786),3012,170 OFARRELL ST,Macy's,OFARRELL,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:47 AM +0000,{B6F1C6C0-BC1C-453C-957C-0E8264A00DAF},2013,9,37.786791,-122.40735
POINT (-122.422083185744 37.805563097331),3617,900 North Point Street,Ghirardelli Square,LARKIN,ROADWAY,5,10,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:37 AM +0000,{76C34720-A399-49AB-BFC7-571D2711991E},2016,6,37.805558,-122.42207
POINT (-122.415798008603 37.778500947869),932,1234 MARKET ST,Bay 1 Fitness,MARKET,SIDEWALK,3,6,,,MTA,10/21/2017 12:21:21 AM +0000,{11CA1893-EA23-4BB8-8DDF-20C72670853B},2011,5,37.778496,-122.415785
POINT (-122.411667808444 37.774058017994),2759,299 09TH ST,Azucar Lounge,09TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:25 AM +0000,{61C812D1-9342-4D28-986B-EB947E69491D},2013,11,37.774053,-122.411655
POINT (-122.400932008999 37.78742194718),88,90 NEW MONTGOMERY ST,UNKNOWN,NEW MONTGOMERY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:23 AM +0000,{2DD64F82-CE8B-4736-B7A1-986D8799B3B6},2006,0,37.787417,-122.400919
POINT (-122.406095081132 37.787707298056),3263,166 Geary Street,Various,GEARY,SIDEWALK,2,4,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:49 AM +0000,{8A2376E6-A3A2-4469-8BE0-908E4C435FDE},2017,4,37.787702,-122.406082
POINT (-122.407805708391 37.753106857745),1277,2778 24TH ST,Casa Sanchez,24TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:47 AM +0000,{34290884-B3DF-4880-91F2-6FDBCD904C1C},2002,0,37.753102,-122.407793
